,Location,Type,Amount,Year
9005,MacDiarmid Primary School,Electric kWh,70991.9999999753,2019/20
9006,MacDiarmid Primary School,Gas kWh,0.0,2019/20
9007,MacDiarmid Primary School,Oil kWh,0.0,2019/20
9008,MacDiarmid Primary School,Propane kWh,0.0,2019/20
9009,MacDiarmid Primary School,Water m3,0.0,2019/20
9010,Mallaig High School,Biomass kWh,0.0,2019/20
9011,Mallaig High School,Electric kWh,375808.999999983,2019/20
9012,Mallaig High School,Gas kWh,0.0,2019/20
9013,Mallaig High School,Oil kWh,0.0,2019/20
9014,Mallaig High School,Propane kWh,0.0,2019/20
9015,Mallaig High School,Water m3,1886.9999999892,2019/20
9016,Mallaig High School Residences,Biomass kWh,0.0,2019/20
9017,Mallaig High School Residences,Electric kWh,179182.999999985,2019/20
9018,Mallaig High School Residences,Gas kWh,0.0,2019/20
9019,Mallaig High School Residences,Oil kWh,0.0,2019/20
9020,Mallaig High School Residences,Propane kWh,0.0,2019/20
9021,Mallaig High School Residences,Water m3,0.0,2019/20
9022,Mallaig Primary School,Biomass kWh,0.0,2019/20
9023,Mallaig Primary School,Electric kWh,42197.999999987,2019/20
9024,Mallaig Primary School,Gas kWh,0.0,2019/20
9025,Mallaig Primary School,Oil kWh,0.0,2019/20
9026,Mallaig Primary School,Propane kWh,22992.8020201886,2019/20
9027,Mallaig Primary School,Water m3,-26180.0000000145,2019/20
9028,Marybank Primary School,Biomass kWh,0.0,2019/20
9029,Marybank Primary School,Electric kWh,101042.999999982,2019/20
9030,Marybank Primary School,Gas kWh,0.0,2019/20
9031,Marybank Primary School,Oil kWh,0.0,2019/20
9032,Marybank Primary School,Propane kWh,0.0,2019/20
9033,Marybank Primary School,Water m3,185.9999999789,2019/20
9034,Melvich Primary School,Biomass kWh,0.0,2019/20
9035,Melvich Primary School,Electric kWh,20532.9999999833,2019/20
9036,Melvich Primary School,Gas kWh,0.0,2019/20
9037,Melvich Primary School,Oil kWh,9439.9999999859,2019/20
9038,Melvich Primary School,Propane kWh,0.0,2019/20
9039,Melvich Primary School,Water m3,386.9999999892,2019/20
9040,Merkinch Nursery School,Biomass kWh,0.0,2019/20
9041,Merkinch Nursery School,Electric kWh,14586.7999999825,2019/20
9042,Merkinch Nursery School,Gas kWh,84389.0999999843,2019/20
9043,Merkinch Nursery School,Oil kWh,0.0,2019/20
9044,Merkinch Nursery School,Propane kWh,0.0,2019/20
9045,Merkinch Nursery School,Water m3,252.9999999741,2019/20
9046,Merkinch Primary School,Biomass kWh,0.0,2019/20
9047,Merkinch Primary School,Electric kWh,438599.399999956,2019/20
9048,Merkinch Primary School,Gas kWh,698779.719999984,2019/20
9049,Merkinch Primary School,Oil kWh,0.0,2019/20
9050,Merkinch Primary School,Propane kWh,0.0,2019/20
9051,Merkinch Primary School,Water m3,1681.9999999838,2019/20
9052,Millbank Dental / Nurture Unit,Biomass kWh,0.0,2019/20
9053,Millbank Dental / Nurture Unit,Electric kWh,25605.9999999799,2019/20
9054,Millbank Dental / Nurture Unit,Gas kWh,0.0,2019/20
9055,Millbank Dental / Nurture Unit,Oil kWh,0.0,2019/20
9056,Millbank Dental / Nurture Unit,Propane kWh,0.0,2019/20
9057,Millbank Dental / Nurture Unit,Water m3,0.0,2019/20
9058,Millbank Park Boating Shed,Biomass kWh,0.0,2019/20
9059,Millbank Park Boating Shed,Electric kWh,0.0,2019/20
9060,Millbank Park Boating Shed,Gas kWh,0.0,2019/20
9061,Millbank Park Boating Shed,Oil kWh,0.0,2019/20
9062,Millbank Park Boating Shed,Propane kWh,0.0,2019/20
9063,Millbank Park Boating Shed,Water m3,0.0,2019/20
9064,Millbank Primary School,Biomass kWh,0.0,2019/20
9065,Millbank Primary School,Electric kWh,242332.899999973,2019/20
9066,Millbank Primary School,Gas kWh,62683.5999999813,2019/20
9067,Millbank Primary School,Oil kWh,22647.4615384474,2019/20
9068,Millbank Primary School,Propane kWh,0.0,2019/20
9069,Millbank Primary School,Water m3,2420.9999999824,2019/20
9070,Millburn Academy Recreation Pavillion,Biomass kWh,0.0,2019/20
9071,Millburn Academy Recreation Pavillion,Electric kWh,0.0,2019/20
9072,Millburn Academy Recreation Pavillion,Gas kWh,19742.2699999916,2019/20
9073,Millburn Academy Recreation Pavillion,Oil kWh,0.0,2019/20
9074,Millburn Academy Recreation Pavillion,Propane kWh,0.0,2019/20
9075,Millburn Academy Recreation Pavillion,Water m3,0.0,2019/20
9076,Miller Academy Primary School,Biomass kWh,306839.999999979,2019/20
9077,Miller Academy Primary School,Electric kWh,329245.999999939,2019/20
9078,Miller Academy Primary School,Gas kWh,24539.5299999859,2019/20
9079,Miller Academy Primary School,Oil kWh,0.0,2019/20
9080,Miller Academy Primary School,Propane kWh,0.0,2019/20
9081,Miller Academy Primary School,Water m3,0.0,2019/20
9082,Milton Of Leys Primary School,Biomass kWh,426579.999999986,2019/20
9083,Milton Of Leys Primary School,Electric kWh,134015.999999987,2019/20
9084,Milton Of Leys Primary School,Gas kWh,0.0,2019/20
9085,Milton Of Leys Primary School,Oil kWh,0.0,2019/20
9086,Milton Of Leys Primary School,Propane kWh,0.0,2019/20
9087,Milton Of Leys Primary School,Water m3,713.9999999835,2019/20
9088,Milton Primary School,Biomass kWh,126259.999999981,2019/20
9089,Milton Primary School,Electric kWh,51430.9999999844,2019/20
9090,Milton Primary School,Gas kWh,0.0,2019/20
9091,Milton Primary School,Oil kWh,0.0,2019/20
9092,Milton Primary School,Propane kWh,0.0,2019/20
9093,Milton Primary School,Water m3,2223.9999999975,2019/20
9094,Mount Pleasant Primary School,Biomass kWh,0.0,2019/20
9095,Mount Pleasant Primary School,Electric kWh,61772.9999999689,2019/20
9096,Mount Pleasant Primary School,Gas kWh,0.0,2019/20
9097,Mount Pleasant Primary School,Oil kWh,30697.6842105141,2019/20
9098,Mount Pleasant Primary School,Propane kWh,0.0,2019/20
9099,Mount Pleasant Primary School,Water m3,850.9999999882,2019/20
9100,Muirtown Primary School,Biomass kWh,0.0,2019/20
9101,Muirtown Primary School,Electric kWh,115471.799999978,2019/20
9102,Muirtown Primary School,Gas kWh,586918.859999986,2019/20
9103,Muirtown Primary School,Oil kWh,0.0,2019/20
9104,Muirtown Primary School,Propane kWh,0.0,2019/20
9105,Muirtown Primary School,Water m3,2877.9999999714,2019/20
9106,Mulbuie Primary School,Biomass kWh,0.0,2019/20
9107,Mulbuie Primary School,Electric kWh,46328.9999999829,2019/20
9108,Mulbuie Primary School,Gas kWh,0.0,2019/20
9109,Mulbuie Primary School,Oil kWh,7349.7708333177,2019/20
9110,Mulbuie Primary School,Propane kWh,0.0,2019/20
9111,Mulbuie Primary School,Water m3,343.9999999843,2019/20
9112,Munlochy Primary School,Biomass kWh,0.0,2019/20
9113,Munlochy Primary School,Electric kWh,76909.9999999823,2019/20
9114,Munlochy Primary School,Gas kWh,0.0,2019/20
9115,Munlochy Primary School,Oil kWh,4609.4135338297,2019/20
9116,Munlochy Primary School,Propane kWh,0.0,2019/20
9117,Munlochy Primary School,Water m3,834.9999999831,2019/20
9118,Munlochy Schoolhouse,Biomass kWh,0.0,2019/20
9119,Munlochy Schoolhouse,Electric kWh,14821.9999999832,2019/20
9120,Munlochy Schoolhouse,Gas kWh,0.0,2019/20
9121,Munlochy Schoolhouse,Oil kWh,0.0,2019/20
9122,Munlochy Schoolhouse,Propane kWh,0.0,2019/20
9123,Munlochy Schoolhouse,Water m3,0.0,2019/20
9124,Nairn Academy,Biomass kWh,0.0,2019/20
9125,Nairn Academy,Electric kWh,471369.199999974,2019/20
9126,Nairn Academy,Gas kWh,1949486.80999998,2019/20
9127,Nairn Academy,Oil kWh,0.0,2019/20
9128,Nairn Academy,Propane kWh,0.0,2019/20
9129,Nairn Academy,Water m3,4640.9999999601,2019/20
9130,Ness House,Biomass kWh,0.0,2019/20
9131,Ness House,Electric kWh,15927.9999999838,2019/20
9132,Ness House,Gas kWh,0.0,2019/20
9133,Ness House,Oil kWh,0.0,2019/20
9134,Ness House,Propane kWh,0.0,2019/20
9135,Ness House,Water m3,0.0,2019/20
9136,Newmore Primary School,Biomass kWh,0.0,2019/20
9137,Newmore Primary School,Electric kWh,62211.999999979,2019/20
9138,Newmore Primary School,Gas kWh,0.0,2019/20
9139,Newmore Primary School,Oil kWh,0.0,2019/20
9140,Newmore Primary School,Propane kWh,0.0,2019/20
9141,Newmore Primary School,Water m3,171.9999999868,2019/20
9142,Newtonmore Primary School,Biomass kWh,0.0,2019/20
9143,Newtonmore Primary School,Electric kWh,160898.999999978,2019/20
9144,Newtonmore Primary School,Gas kWh,0.0,2019/20
9145,Newtonmore Primary School,Oil kWh,0.0,2019/20
9146,Newtonmore Primary School,Propane kWh,0.0,2019/20
9147,Newtonmore Primary School,Water m3,1424.9999999733,2019/20
9148,Noah's Ark Play Cafe,Biomass kWh,0.0,2019/20
9149,Noah's Ark Play Cafe,Electric kWh,9297.413793088,2019/20
9150,Noah's Ark Play Cafe,Gas kWh,0.0,2019/20
9151,Noah's Ark Play Cafe,Oil kWh,0.0,2019/20
9152,Noah's Ark Play Cafe,Propane kWh,0.0,2019/20
9153,Noah's Ark Play Cafe,Water m3,0.0,2019/20
9154,North Kessock Primary School,Biomass kWh,142435.999999982,2019/20
9155,North Kessock Primary School,Electric kWh,73960.9999999714,2019/20
9156,North Kessock Primary School,Gas kWh,0.0,2019/20
9157,North Kessock Primary School,Oil kWh,0.0,2019/20
9158,North Kessock Primary School,Propane kWh,0.0,2019/20
9159,North Kessock Primary School,Water m3,724.9999999918,2019/20
9160,Noss Primary School,Biomass kWh,571599.999999989,2019/20
9161,Noss Primary School,Electric kWh,144691.999999981,2019/20
9162,Noss Primary School,Gas kWh,0.0,2019/20
9163,Noss Primary School,Oil kWh,0.0,2019/20
9164,Noss Primary School,Propane kWh,0.0,2019/20
9165,Noss Primary School,Water m3,3871.4576651577,2019/20
9166,Obsdale Primary School,Biomass kWh,363581.999999986,2019/20
9167,Obsdale Primary School,Electric kWh,50956.99999998,2019/20
9168,Obsdale Primary School,Gas kWh,0.0,2019/20
9169,Obsdale Primary School,Oil kWh,0.0,2019/20
9170,Obsdale Primary School,Propane kWh,0.0,2019/20
9171,Obsdale Primary School,Water m3,927.9999999841,2019/20
9172,Park Primary School,Biomass kWh,271119.999999982,2019/20
9173,Park Primary School,Electric kWh,73132.1999999911,2019/20
9174,Park Primary School,Gas kWh,0.0,2019/20
9175,Park Primary School,Oil kWh,8766.9999999891,2019/20
9176,Park Primary School,Propane kWh,0.0,2019/20
9177,Park Primary School,Water m3,1957.9999999809,2019/20
9178,Pefferside Park ,Biomass kWh,0.0,2019/20
9179,Pefferside Park ,Electric kWh,21678.5999999782,2019/20
9180,Pefferside Park ,Gas kWh,0.0,2019/20
9181,Pefferside Park ,Oil kWh,0.0,2019/20
9182,Pefferside Park ,Propane kWh,0.0,2019/20
9183,Pefferside Park ,Water m3,37.9999999861,2019/20
9184,Pennyland Primary School,Biomass kWh,0.0,2019/20
9185,Pennyland Primary School,Electric kWh,228736.999999943,2019/20
9186,Pennyland Primary School,Gas kWh,0.0,2019/20
9187,Pennyland Primary School,Oil kWh,0.0,2019/20
9188,Pennyland Primary School,Propane kWh,0.0,2019/20
9189,Pennyland Primary School,Water m3,35606.9999999675,2019/20
9190,Planefield Bowling Club,Biomass kWh,0.0,2019/20
9191,Planefield Bowling Club,Electric kWh,0.0,2019/20
9192,Planefield Bowling Club,Gas kWh,0.0,2019/20
9193,Planefield Bowling Club,Oil kWh,0.0,2019/20
9194,Planefield Bowling Club,Propane kWh,0.0,2019/20
9195,Planefield Bowling Club,Water m3,571.9999999876,2019/20
9196,Plockton High School,Biomass kWh,217199.999999993,2019/20
9197,Plockton High School,Electric kWh,335688.499999915,2019/20
9198,Plockton High School,Gas kWh,0.0,2019/20
9199,Plockton High School,Oil kWh,84042.8144578169,2019/20
9200,Plockton High School,Propane kWh,0.0,2019/20
9201,Plockton High School,Water m3,100.9999999636,2019/20
9202,Plockton High School Hostel,Biomass kWh,0.0,2019/20
9203,Plockton High School Hostel,Electric kWh,94347.9999999869,2019/20
9204,Plockton High School Hostel,Gas kWh,0.0,2019/20
9205,Plockton High School Hostel,Oil kWh,0.0,2019/20
9206,Plockton High School Hostel,Propane kWh,0.0,2019/20
9207,Plockton High School Hostel,Water m3,0.0,2019/20
9208,Plockton Primary School,Biomass kWh,0.0,2019/20
9209,Plockton Primary School,Electric kWh,110749.999999956,2019/20
9210,Plockton Primary School,Gas kWh,0.0,2019/20
9211,Plockton Primary School,Oil kWh,0.0,2019/20
9212,Plockton Primary School,Propane kWh,0.0,2019/20
9213,Plockton Primary School,Water m3,101.9999999864,2019/20
9214,Poolewe Nursery School,Biomass kWh,0.0,2019/20
9215,Poolewe Nursery School,Electric kWh,15122.9999999835,2019/20
9216,Poolewe Nursery School,Gas kWh,0.0,2019/20
9217,Poolewe Nursery School,Oil kWh,0.0,2019/20
9218,Poolewe Nursery School,Propane kWh,0.0,2019/20
9219,Poolewe Nursery School,Water m3,0.0,2019/20
9220,Poolewe Primary School,Biomass kWh,0.0,2019/20
9221,Poolewe Primary School,Electric kWh,54288.1999999521,2019/20
9222,Poolewe Primary School,Gas kWh,0.0,2019/20
9223,Poolewe Primary School,Oil kWh,0.0,2019/20
9224,Poolewe Primary School,Propane kWh,0.0,2019/20
9225,Poolewe Primary School,Water m3,174.9999999847,2019/20
9226,Portree Gaelic School,Biomass kWh,386899.999999987,2019/20
9227,Portree Gaelic School,Electric kWh,94408.9999999813,2019/20
9228,Portree Gaelic School,Gas kWh,0.0,2019/20
9229,Portree Gaelic School,Oil kWh,0.0,2019/20
9230,Portree Gaelic School,Propane kWh,0.0,2019/20
9231,Portree Gaelic School,Water m3,0.0,2019/20
9232,Portree Primary School,Biomass kWh,183019.999999985,2019/20
9233,Portree Primary School,Electric kWh,126150.99999996,2019/20
9234,Portree Primary School,Gas kWh,0.0,2019/20
9235,Portree Primary School,Oil kWh,0.0,2019/20
9236,Portree Primary School,Propane kWh,0.0,2019/20
9237,Portree Primary School,Water m3,-33068.0000000088,2019/20
9238,Putting Green Shed,Biomass kWh,0.0,2019/20
9239,Putting Green Shed,Electric kWh,658.9999999889,2019/20
9240,Putting Green Shed,Gas kWh,0.0,2019/20
9241,Putting Green Shed,Oil kWh,0.0,2019/20
9242,Putting Green Shed,Propane kWh,0.0,2019/20
9243,Putting Green Shed,Water m3,0.0,2019/20
9244,Queens Park Grandstand,Biomass kWh,0.0,2019/20
9245,Queens Park Grandstand,Electric kWh,28035.6470587886,2019/20
9246,Queens Park Grandstand,Gas kWh,0.0,2019/20
9247,Queens Park Grandstand,Oil kWh,0.0,2019/20
9248,Queens Park Grandstand,Propane kWh,0.0,2019/20
9249,Queens Park Grandstand,Water m3,0.0,2019/20
9250,Raasay Primary School,Biomass kWh,0.0,2019/20
9251,Raasay Primary School,Electric kWh,25262.9999999864,2019/20
9252,Raasay Primary School,Gas kWh,0.0,2019/20
9253,Raasay Primary School,Oil kWh,0.0,2019/20
9254,Raasay Primary School,Propane kWh,0.0,2019/20
9255,Raasay Primary School,Water m3,1013.9999999893,2019/20
9256,Raigmore Community Centre,Biomass kWh,0.0,2019/20
9257,Raigmore Community Centre,Electric kWh,74807.9999999895,2019/20
9258,Raigmore Community Centre,Gas kWh,0.0,2019/20
9259,Raigmore Community Centre,Oil kWh,0.0,2019/20
9260,Raigmore Community Centre,Propane kWh,0.0,2019/20
9261,Raigmore Community Centre,Water m3,106.9999999813,2019/20
9262,Raigmore Primary School,Biomass kWh,0.0,2019/20
9263,Raigmore Primary School,Electric kWh,91112.9999999864,2019/20
9264,Raigmore Primary School,Gas kWh,0.0,2019/20
9265,Raigmore Primary School,Oil kWh,20312.9473684132,2019/20
9266,Raigmore Primary School,Propane kWh,0.0,2019/20
9267,Raigmore Primary School,Water m3,6137.9999999812,2019/20
9268,Reay Primary School,Biomass kWh,0.0,2019/20
9269,Reay Primary School,Electric kWh,88411.9999999723,2019/20
9270,Reay Primary School,Gas kWh,0.0,2019/20
9271,Reay Primary School,Oil kWh,0.0,2019/20
9272,Reay Primary School,Propane kWh,0.0,2019/20
9273,Reay Primary School,Water m3,243.9999999819,2019/20
9274,Rogart Primary School,Biomass kWh,0.0,2019/20
9275,Rogart Primary School,Electric kWh,90560.9999999876,2019/20
9276,Rogart Primary School,Gas kWh,0.0,2019/20
9277,Rogart Primary School,Oil kWh,0.0,2019/20
9278,Rogart Primary School,Propane kWh,0.0,2019/20
9279,Rogart Primary School,Water m3,451.9999999818,2019/20
9280,Rosebank Primary School,Biomass kWh,504099.999999981,2019/20
9281,Rosebank Primary School,Electric kWh,148750.999999984,2019/20
9282,Rosebank Primary School,Gas kWh,0.0,2019/20
9283,Rosebank Primary School,Oil kWh,0.0,2019/20
9284,Rosebank Primary School,Propane kWh,0.0,2019/20
9285,Rosebank Primary School,Water m3,2334.3899999847,2019/20
9286,Rosehall Primary School,Biomass kWh,0.0,2019/20
9287,Rosehall Primary School,Electric kWh,54705.9999999597,2019/20
9288,Rosehall Primary School,Gas kWh,0.0,2019/20
9289,Rosehall Primary School,Oil kWh,0.0,2019/20
9290,Rosehall Primary School,Propane kWh,0.0,2019/20
9291,Rosehall Primary School,Water m3,100.9999999855,2019/20
9292,Rosemarkie Pavilion,Biomass kWh,0.0,2019/20
9293,Rosemarkie Pavilion,Electric kWh,9867.9999999832,2019/20
9294,Rosemarkie Pavilion,Gas kWh,0.0,2019/20
9295,Rosemarkie Pavilion,Oil kWh,0.0,2019/20
9296,Rosemarkie Pavilion,Propane kWh,0.0,2019/20
9297,Rosemarkie Pavilion,Water m3,0.0,2019/20
9298,Roy Bridge Primary School,Biomass kWh,0.0,2019/20
9299,Roy Bridge Primary School,Electric kWh,10975.7999999751,2019/20
9300,Roy Bridge Primary School,Gas kWh,0.0,2019/20
9301,Roy Bridge Primary School,Oil kWh,0.0,2019/20
9302,Roy Bridge Primary School,Propane kWh,0.0,2019/20
9303,Roy Bridge Primary School,Water m3,130.999999975,2019/20
9304,Ruthven House,Biomass kWh,0.0,2019/20
9305,Ruthven House,Electric kWh,22674.9999999905,2019/20
9306,Ruthven House,Gas kWh,31979.2399999819,2019/20
9307,Ruthven House,Oil kWh,0.0,2019/20
9308,Ruthven House,Propane kWh,0.0,2019/20
9309,Ruthven House,Water m3,0.0,2019/20
9310,Scourie Primary School,Biomass kWh,0.0,2019/20
9311,Scourie Primary School,Electric kWh,102415.999999963,2019/20
9312,Scourie Primary School,Gas kWh,0.0,2019/20
9313,Scourie Primary School,Oil kWh,0.0,2019/20
9314,Scourie Primary School,Propane kWh,0.0,2019/20
9315,Scourie Primary School,Water m3,0.0,2019/20
9316,Shieldaig Primary School,Biomass kWh,0.0,2019/20
9317,Shieldaig Primary School,Electric kWh,18798.9999999597,2019/20
9318,Shieldaig Primary School,Gas kWh,0.0,2019/20
9319,Shieldaig Primary School,Oil kWh,0.0,2019/20
9320,Shieldaig Primary School,Propane kWh,0.0,2019/20
9321,Shieldaig Primary School,Water m3,162.9999999883,2019/20
9322,Sir John's Square Gardens,Biomass kWh,0.0,2019/20
9323,Sir John's Square Gardens,Electric kWh,651.9999999894,2019/20
9324,Sir John's Square Gardens,Gas kWh,0.0,2019/20
9325,Sir John's Square Gardens,Oil kWh,0.0,2019/20
9326,Sir John's Square Gardens,Propane kWh,0.0,2019/20
9327,Sir John's Square Gardens,Water m3,0.0,2019/20
9328,Sleat Primary School _Bun-sgoil Shleite,Biomass kWh,62689.9999999852,2019/20
9329,Sleat Primary School _Bun-sgoil Shleite,Electric kWh,123139.999999943,2019/20
9330,Sleat Primary School _Bun-sgoil Shleite,Gas kWh,0.0,2019/20
9331,Sleat Primary School _Bun-sgoil Shleite,Oil kWh,0.0,2019/20
9332,Sleat Primary School _Bun-sgoil Shleite,Propane kWh,0.0,2019/20
9333,Sleat Primary School _Bun-sgoil Shleite,Water m3,1372.9999999799,2019/20
9334,Sleat Schoolhouse ( Nursery ),Biomass kWh,0.0,2019/20
9335,Sleat Schoolhouse ( Nursery ),Electric kWh,10125.9999999615,2019/20
9336,Sleat Schoolhouse ( Nursery ),Gas kWh,0.0,2019/20
9337,Sleat Schoolhouse ( Nursery ),Oil kWh,0.0,2019/20
9338,Sleat Schoolhouse ( Nursery ),Propane kWh,0.0,2019/20
9339,Sleat Schoolhouse ( Nursery ),Water m3,0.0,2019/20
9340,Smithton Primary School,Biomass kWh,0.0,2019/20
9341,Smithton Primary School,Electric kWh,121306.79999998,2019/20
9342,Smithton Primary School,Gas kWh,560162.829999983,2019/20
9343,Smithton Primary School,Oil kWh,0.0,2019/20
9344,Smithton Primary School,Propane kWh,0.0,2019/20
9345,Smithton Primary School,Water m3,1473.9999999981,2019/20
9346,South Lodge Primary School,Biomass kWh,276519.999999981,2019/20
9347,South Lodge Primary School,Electric kWh,78311.7999999848,2019/20
9348,South Lodge Primary School,Gas kWh,0.0,2019/20
9349,South Lodge Primary School,Oil kWh,5436.2318840555,2019/20
9350,South Lodge Primary School,Propane kWh,0.0,2019/20
9351,South Lodge Primary School,Water m3,2702.9999999937,2019/20
9352,Spean Bridge Primary Demountable Unit (Not PPP),Biomass kWh,0.0,2019/20
9353,Spean Bridge Primary Demountable Unit (Not PPP),Electric kWh,10612.1999999811,2019/20
9354,Spean Bridge Primary Demountable Unit (Not PPP),Gas kWh,0.0,2019/20
