LOCATION,TYPE,UNIT,AMOUNT,YEAR
ROSEBANK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0927170803996336,2005/06
ROSEBANK PRIMARY SCHOOL,OIL,KWH,458014.73422318406,2005/06
ROSEBANK PRIMARY SCHOOL,OIL,£,17872.782028415753,2005/06
ROSEBANK PRIMARY SCHOOL,OIL,£/KWH,0.03902228616886941,2005/06
ROSEHALL PRIMARY SCHOOL,ELECTRICITY,KWH,70085.91918912552,2005/06
ROSEHALL PRIMARY SCHOOL,ELECTRICITY,£,4463.574659015804,2005/06
ROSEHALL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06368718154314182,2005/06
ROSEMARKIE BEACH AMENITIES,ELECTRICITY,KWH,2226.0530064507734,2005/06
ROSEMARKIE BEACH AMENITIES,ELECTRICITY,£,179.14245336824666,2005/06
ROSEMARKIE BEACH AMENITIES,ELECTRICITY,£/KWH,0.08047537630466042,2005/06
ROY BRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,111893.96703296702,2005/06
ROY BRIDGE PRIMARY SCHOOL,ELECTRICITY,£,7126.894488143438,2005/06
ROY BRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06369328639535732,2005/06
SCOURIE PRIMARY SCHOOL,ELECTRICITY,KWH,52445.58367809707,2005/06
SCOURIE PRIMARY SCHOOL,ELECTRICITY,£,3462.227188690205,2005/06
SCOURIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06601560981646849,2005/06
SHIELDAIG PRIMARY SCHOOL,ELECTRICITY,KWH,35526.957785464496,2005/06
SHIELDAIG PRIMARY SCHOOL,ELECTRICITY,£,2564.022080865567,2005/06
SHIELDAIG PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.07217116918225437,2005/06
SIR JOHN'S SQUARE GARDENS,ELECTRICITY,KWH,554.2085743335709,2005/06
SIR JOHN'S SQUARE GARDENS,ELECTRICITY,£,44.03494360226558,2005/06
SIR JOHN'S SQUARE GARDENS,ELECTRICITY,£/KWH,0.07945554370972528,2005/06
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,ELECTRICITY,KWH,79660.53475083785,2005/06
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,ELECTRICITY,£,6378.466419451328,2005/06
SLEAT PRIMARY SCHOOL _BUNSGOIL SHLEITE,ELECTRICITY,£/KWH,0.08007059504937909,2005/06
SMITHTON PRIMARY SCHOOL,ELECTRICITY,KWH,31424.7674755223,2005/06
SMITHTON PRIMARY SCHOOL,ELECTRICITY,£,2778.178054205702,2005/06
SMITHTON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.08840727481499136,2005/06
SMITHTON PRIMARY SCHOOL,OIL,KWH,518350.13069689245,2005/06
SMITHTON PRIMARY SCHOOL,OIL,£,20206.410222044007,2005/06
SMITHTON PRIMARY SCHOOL,OIL,£/KWH,0.03898216480601178,2005/06
SOUTH LODGE PRIMARY SCHOOL,ELECTRICITY,KWH,72976.16257545674,2005/06
SOUTH LODGE PRIMARY SCHOOL,ELECTRICITY,£,6635.579786619573,2005/06
SOUTH LODGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0909280448908017,2005/06
SOUTH LODGE PRIMARY SCHOOL,OIL,KWH,335269.22578042437,2005/06
SOUTH LODGE PRIMARY SCHOOL,OIL,£,12759.607196475605,2005/06
SOUTH LODGE PRIMARY SCHOOL,OIL,£/KWH,0.03805779420039037,2005/06
ST BRIDE'S PRIMARY SCHOOL,ELECTRICITY,KWH,53763.77630687086,2005/06
ST BRIDE'S PRIMARY SCHOOL,ELECTRICITY,£,4963.207234166371,2005/06
ST BRIDE'S PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09231507857330488,2005/06
ST CLEMENTS SPECIAL SCHOOL,ELECTRICITY,KWH,30197.4940900535,2005/06
ST CLEMENTS SPECIAL SCHOOL,ELECTRICITY,£,2588.555128008436,2005/06
ST CLEMENTS SPECIAL SCHOOL,ELECTRICITY,£/KWH,0.0857208588331526,2005/06
ST CLEMENTS SPECIAL SCHOOL,OIL,KWH,189420.07015735933,2005/06
ST CLEMENTS SPECIAL SCHOOL,OIL,£,6725.582349011381,2005/06
ST CLEMENTS SPECIAL SCHOOL,OIL,£/KWH,0.035506176000379225,2005/06
ST DUTHUS SCHOOL,ELECTRICITY,KWH,90206.72694072485,2005/06
ST DUTHUS SCHOOL,ELECTRICITY,£,8012.93108661702,2005/06
ST DUTHUS SCHOOL,ELECTRICITY,£/KWH,0.08882853151165039,2005/06
ST JOSEPH'S RC PRIMARY SCHOOL,ELECTRICITY,KWH,70575.69511077715,2005/06
ST JOSEPH'S RC PRIMARY SCHOOL,ELECTRICITY,£,6469.975162838321,2005/06
ST JOSEPH'S RC PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09167426764529782,2005/06
ST JOSEPH'S RC PRIMARY SCHOOL,OIL,KWH,318141.5481046936,2005/06
ST JOSEPH'S RC PRIMARY SCHOOL,OIL,£,12352.56570921756,2005/06
ST JOSEPH'S RC PRIMARY SCHOOL,OIL,£/KWH,0.038827263470637904,2005/06
STAFFIN PRIMARY SCHOOL,ELECTRICITY,KWH,53238.035241644524,2005/06
STAFFIN PRIMARY SCHOOL,ELECTRICITY,£,3562.9365468594697,2005/06
STAFFIN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06692464383194263,2005/06
STOER PRIMARY SCHOOL,ELECTRICITY,KWH,49388.667716563716,2005/06
STOER PRIMARY SCHOOL,ELECTRICITY,£,3159.649980257614,2005/06
STOER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06397520172826908,2005/06
STRATHCONON PRIMARY SCHOOL,ELECTRICITY,KWH,59930.46082121659,2005/06
STRATHCONON PRIMARY SCHOOL,ELECTRICITY,£,3479.104528511225,2005/06
STRATHCONON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.058052357362811266,2005/06
STRATHERRICK PRIMARY SCHOOL,ELECTRICITY,KWH,18939.523161375866,2005/06
STRATHERRICK PRIMARY SCHOOL,ELECTRICITY,£,1546.9788919103617,2005/06
STRATHERRICK PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.08167992819719866,2005/06
STRATHGARVE PRIMARY SCHOOL,ELECTRICITY,KWH,2126.3526244952895,2005/06
STRATHGARVE PRIMARY SCHOOL,ELECTRICITY,£,129.2303364737551,2005/06
STRATHGARVE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.060775590551181126,2005/06
STRATHPEFFER PRIMARY SCHOOL,ELECTRICITY,KWH,283685.00000000006,2005/06
STRATHPEFFER PRIMARY SCHOOL,ELECTRICITY,£,20390.82,2005/06
STRATHPEFFER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.07187838623825721,2005/06
STRUAN PRIMARY SCHOOL,ELECTRICITY,KWH,60869.91991469724,2005/06
STRUAN PRIMARY SCHOOL,ELECTRICITY,£,3894.9440614021873,2005/06
STRUAN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06398799385411612,2005/06
STRUY PRIMARY SCHOOL,ELECTRICITY,KWH,11107.90440587247,2005/06
STRUY PRIMARY SCHOOL,ELECTRICITY,£,947.3239319112686,2005/06
STRUY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.08528376706324932,2005/06
TAIN ROYAL ACADEMY,ELECTRICITY,KWH,1380677.0952817225,2005/06
TAIN ROYAL ACADEMY,ELECTRICITY,£,102951.78301878148,2005/06
TAIN ROYAL ACADEMY,ELECTRICITY,£/KWH,0.07456615552659293,2005/06
TAIN ROYAL ACADEMY,OIL,KWH,1841386.5420781197,2005/06
TAIN ROYAL ACADEMY,OIL,£,70494.50421978359,2005/06
TAIN ROYAL ACADEMY,OIL,£/KWH,0.03828338190211064,2005/06
TARBAT PRIMARY SCHOOL,ELECTRICITY,KWH,45359.5465666124,2005/06
TARBAT PRIMARY SCHOOL,ELECTRICITY,£,3452.0025747514587,2005/06
TARBAT PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.07610311028312525,2005/06
TARBAT PRIMARY SCHOOL,OIL,KWH,131115.288415812,2005/06
TARBAT PRIMARY SCHOOL,OIL,£,3878.9374786437875,2005/06
TARBAT PRIMARY SCHOOL,OIL,£/KWH,0.02958417378713558,2005/06
TARRADALE PRIMARY SCHOOL,ELECTRICITY,KWH,226614.8843442541,2005/06
TARRADALE PRIMARY SCHOOL,ELECTRICITY,£,17941.68617513387,2005/06
TARRADALE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.07917258492111393,2005/06
TARRADALE PRIMARY SCHOOL,OIL,KWH,228384.22184551376,2005/06
TARRADALE PRIMARY SCHOOL,OIL,£,8329.321893556415,2005/06
TARRADALE PRIMARY SCHOOL,OIL,£/KWH,0.03647065382297131,2005/06
TEANASSIE PRIMARY SCHOOL,ELECTRICITY,KWH,90914.06912141346,2005/06
TEANASSIE PRIMARY SCHOOL,ELECTRICITY,£,6177.155491917674,2005/06
TEANASSIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0679449897206585,2005/06
THE BRECK LEISURE CENTRE,ELECTRICITY,KWH,550.4970412830754,2005/06
THE BRECK LEISURE CENTRE,ELECTRICITY,£,34.323448439580794,2005/06
THE BRECK LEISURE CENTRE,ELECTRICITY,£/KWH,0.06234992355196159,2005/06
THE BRIDGE,ELECTRICITY,KWH,119495.4727977887,2005/06
THE BRIDGE,ELECTRICITY,£,8576.581546340263,2005/06
THE BRIDGE,ELECTRICITY,£/KWH,0.07177327597049331,2005/06
THRUMSTER PRIMARY SCHOOL,ELECTRICITY,KWH,102741.42958894244,2005/06
THRUMSTER PRIMARY SCHOOL,ELECTRICITY,£,6443.696845286702,2005/06
THRUMSTER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06271760935259758,2005/06
THURSO HIGH SCHOOL,ELECTRICITY,KWH,60567.0,2005/06
THURSO HIGH SCHOOL,ELECTRICITY,£,6154.279999999999,2005/06
THURSO HIGH SCHOOL,ELECTRICITY,£/KWH,0.10161110835933758,2005/06
THURSO HIGH SCHOOL,GAS,KWH,151317.7,2005/06
THURSO HIGH SCHOOL,GAS,£,2957.7400000000002,2005/06
THURSO HIGH SCHOOL,GAS,£/KWH,0.019546556681736504,2005/06
THURSO HIGH SCHOOL,OIL,KWH,511208.63276132854,2005/06
THURSO HIGH SCHOOL,OIL,£,19644.71447905281,2005/06
THURSO HIGH SCHOOL,OIL,£/KWH,0.03842797875485893,2005/06
THURSO YOUTH CLUB,ELECTRICITY,KWH,10016.87915224514,2005/06
THURSO YOUTH CLUB,ELECTRICITY,£,792.5117743558959,2005/06
THURSO YOUTH CLUB,ELECTRICITY,£/KWH,0.07911763357734687,2005/06
THURSO YOUTH CLUB,GAS,KWH,144808.22903225812,2005/06
THURSO YOUTH CLUB,GAS,£,2868.27322580645,2005/06
THURSO YOUTH CLUB,GAS,£/KWH,0.01980739109216991,2005/06
TOMNACROSS PRIMARY SCHOOL,ELECTRICITY,KWH,233866.2296694909,2005/06
TOMNACROSS PRIMARY SCHOOL,ELECTRICITY,£,14679.98575952353,2005/06
TOMNACROSS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06277086597868309,2005/06
TONGUE PRIMARY SCHOOL,ELECTRICITY,KWH,74634.06864436096,2005/06
TONGUE PRIMARY SCHOOL,ELECTRICITY,£,5001.182517370979,2005/06
TONGUE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06700937799870098,2005/06
TORE PRIMARY SCHOOL,ELECTRICITY,KWH,86255.29089995354,2005/06
TORE PRIMARY SCHOOL,ELECTRICITY,£,5789.535504157935,2005/06
TORE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06712093187272589,2005/06
TORRIDON PRIMARY SCHOOL,ELECTRICITY,KWH,33532.18188666763,2005/06
TORRIDON PRIMARY SCHOOL,ELECTRICITY,£,2093.1956384826412,2005/06
TORRIDON PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06242348456647535,2005/06
UIG PRIMARY SCHOOL,ELECTRICITY,KWH,64412.38842636563,2005/06
UIG PRIMARY SCHOOL,ELECTRICITY,£,3949.7543857666815,2005/06
UIG PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06131979394432681,2005/06
ULLAPOOL GYM HALL,ELECTRICITY,KWH,11489.610866211326,2005/06
ULLAPOOL GYM HALL,ELECTRICITY,£,965.0005449993046,2005/06
ULLAPOOL GYM HALL,ELECTRICITY,£/KWH,0.08398896674883746,2005/06
ULLAPOOL HIGH SCHOOL,ELECTRICITY,KWH,351149.0,2005/06
ULLAPOOL HIGH SCHOOL,ELECTRICITY,£,27469.94,2005/06
ULLAPOOL HIGH SCHOOL,ELECTRICITY,£/KWH,0.07822872911499107,2005/06
ULLAPOOL PRIMARY SCHOOL,ELECTRICITY,KWH,150422.09362679106,2005/06
ULLAPOOL PRIMARY SCHOOL,ELECTRICITY,£,10997.187642329376,2005/06
ULLAPOOL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.07310885905905722,2005/06
ULLAPOOL PRIMARY SCHOOL,OIL,KWH,258339.88552477927,2005/06
ULLAPOOL PRIMARY SCHOOL,OIL,£,9658.98472474056,2005/06
ULLAPOOL PRIMARY SCHOOL,OIL,£/KWH,0.037388669988452465,2005/06
WATTEN PRIMARY SCHOOL,ELECTRICITY,KWH,160702.44375261042,2005/06
WATTEN PRIMARY SCHOOL,ELECTRICITY,£,10002.233253040338,2005/06
WATTEN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.06224070412045532,2005/06
WICK HIGH SCHOOL,ELECTRICITY,KWH,528874.0,2005/06
WICK HIGH SCHOOL,ELECTRICITY,£,42998.329999999994,2005/06
WICK HIGH SCHOOL,ELECTRICITY,£/KWH,0.08130165218936834,2005/06
WICK HIGH SCHOOL,GAS,KWH,3058.8869707163385,2005/06
WICK HIGH SCHOOL,GAS,£,52.04122410679523,2005/06
WICK HIGH SCHOOL,GAS,£/KWH,0.01701312425238389,2005/06
WICK HIGH SCHOOL,OIL,KWH,3023479.888391971,2005/06
WICK HIGH SCHOOL,OIL,£,115178.54460150962,2005/06
WICK HIGH SCHOOL,OIL,£/KWH,0.038094695137121284,2005/06
WICK YOUTH CLUB,ELECTRICITY,KWH,16297.888002835603,2005/06
WICK YOUTH CLUB,ELECTRICITY,£,1272.0570619865587,2005/06
WICK YOUTH CLUB,ELECTRICITY,£/KWH,0.07805042357422254,2005/06
WICK YOUTH CLUB,GAS,KWH,180234.8972727273,2005/06
WICK YOUTH CLUB,GAS,£,3582.627272727273,2005/06
WICK YOUTH CLUB,GAS,£/KWH,0.01987754495349546,2005/06
ABERNETHY PRIMARY SCHOOL,ELECTRICITY,KWH,46747.51288766079,2006/07
ABERNETHY PRIMARY SCHOOL,ELECTRICITY,£,6259.693127830432,2006/07
ABERNETHY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13390430294918865,2006/07
ABERNETHY PRIMARY SCHOOL,OIL,KWH,434236.38445959607,2006/07
ABERNETHY PRIMARY SCHOOL,OIL,£,15250.618604666008,2006/07
ABERNETHY PRIMARY SCHOOL,OIL,£/KWH,0.035120545284673205,2006/07
ACHARACLE PRIMARY SCHOOL,ELECTRICITY,KWH,89330.93659320108,2006/07
ACHARACLE PRIMARY SCHOOL,ELECTRICITY,£,8817.659761516254,2006/07
ACHARACLE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09870779483338989,2006/07
ACHFARY PRIMARY SCHOOL,ELECTRICITY,KWH,54827.27632845693,2006/07
ACHFARY PRIMARY SCHOOL,ELECTRICITY,£,5011.37319331582,2006/07
ACHFARY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09140292075232585,2006/07
ACHILTIBUIE PRIMARY SCHOOL,ELECTRICITY,KWH,44877.06043944423,2006/07
ACHILTIBUIE PRIMARY SCHOOL,ELECTRICITY,£,4250.734522527059,2006/07
ACHILTIBUIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09471954002564126,2006/07
ALDOURIE PRIMARY SCHOOL,ELECTRICITY,KWH,55203.16034794927,2006/07
ALDOURIE PRIMARY SCHOOL,ELECTRICITY,£,6307.5643235531625,2006/07
ALDOURIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11426092788521809,2006/07
ALNESS ACADEMY,ELECTRICITY,KWH,517040.337397988,2006/07
ALNESS ACADEMY,ELECTRICITY,£,59484.47097447039,2006/07
ALNESS ACADEMY,ELECTRICITY,£/KWH,0.11504802753654915,2006/07
ALNESS ACADEMY,OIL,KWH,3173166.4247997063,2006/07
ALNESS ACADEMY,OIL,£,115059.34929412851,2006/07
ALNESS ACADEMY,OIL,£/KWH,0.03626010548797206,2006/07
ALTNAHARRA PRIMARY SCHOOL,ELECTRICITY,KWH,4100.275017845899,2006/07
ALTNAHARRA PRIMARY SCHOOL,ELECTRICITY,£,491.0154820982568,2006/07
ALTNAHARRA PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11975184102558427,2006/07
ALTNAHARRA PRIMARY SCHOOL,OIL,KWH,65822.28752630347,2006/07
ALTNAHARRA PRIMARY SCHOOL,OIL,£,2218.6310573915757,2006/07
ALTNAHARRA PRIMARY SCHOOL,OIL,£/KWH,0.03370638032755974,2006/07
ALVIE PRIMARY SCHOOL,ELECTRICITY,KWH,62940.19799477629,2006/07
ALVIE PRIMARY SCHOOL,ELECTRICITY,£,5839.790637886356,2006/07
ALVIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09278316281068942,2006/07
APPLECROSS PRIMARY SCHOOL,ELECTRICITY,KWH,8099.49422648221,2006/07
APPLECROSS PRIMARY SCHOOL,ELECTRICITY,£,859.4175189969174,2006/07
APPLECROSS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10610755375156078,2006/07
ARDERSIER PRIMARY SCHOOL,ELECTRICITY,KWH,187781.69479011325,2006/07
ARDERSIER PRIMARY SCHOOL,ELECTRICITY,£,18949.132182964957,2006/07
ARDERSIER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10091043327809306,2006/07
ARDGOUR PRIMARY SCHOOL,ELECTRICITY,KWH,63537.22934925243,2006/07
ARDGOUR PRIMARY SCHOOL,ELECTRICITY,£,6995.902638755741,2006/07
ARDGOUR PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1101071404971179,2006/07
ARDROSS PRIMARY SCHOOL,ELECTRICITY,KWH,92966.79822327392,2006/07
ARDROSS PRIMARY SCHOOL,ELECTRICITY,£,8575.286373844143,2006/07
ARDROSS PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09224031092529708,2006/07
ARISAIG RC PRIMARY SCHOOL,ELECTRICITY,KWH,7579.366861103668,2006/07
ARISAIG RC PRIMARY SCHOOL,ELECTRICITY,£,896.1660829109052,2006/07
ARISAIG RC PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1182375915209902,2006/07
ARISAIG RC PRIMARY SCHOOL,OIL,KWH,86202.85894129203,2006/07
ARISAIG RC PRIMARY SCHOOL,OIL,£,3265.8674255156916,2006/07
ARISAIG RC PRIMARY SCHOOL,OIL,£/KWH,0.037885836567669896,2006/07
AUCHTERTYRE PRIMARY SCHOOL,ELECTRICITY,KWH,187432.51279356133,2006/07
AUCHTERTYRE PRIMARY SCHOOL,ELECTRICITY,£,18148.45957433102,2006/07
AUCHTERTYRE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0968266353784617,2006/07
AULDEARN PRIMARY SCHOOL,ELECTRICITY,KWH,66969.98639853866,2006/07
AULDEARN PRIMARY SCHOOL,ELECTRICITY,£,9011.768396666961,2006/07
AULDEARN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.1345642859032088,2006/07
AULDEARN PRIMARY SCHOOL,GAS,KWH,284736.63192513364,2006/07
AULDEARN PRIMARY SCHOOL,GAS,£,5704.344438502674,2006/07
AULDEARN PRIMARY SCHOOL,GAS,£/KWH,0.020033756808651614,2006/07
AVOCH PRIMARY SCHOOL,ELECTRICITY,KWH,61302.913327063005,2006/07
AVOCH PRIMARY SCHOOL,ELECTRICITY,£,8232.0225845686,2006/07
AVOCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13428436166890068,2006/07
AVOCH PRIMARY SCHOOL,OIL,KWH,511502.06732952443,2006/07
AVOCH PRIMARY SCHOOL,OIL,£,18875.669729080946,2006/07
AVOCH PRIMARY SCHOOL,OIL,£/KWH,0.03690243096695188,2006/07
BADCAUL PRIMARY SCHOOL,ELECTRICITY,KWH,57047.119437939094,2006/07
BADCAUL PRIMARY SCHOOL,ELECTRICITY,£,4894.177442622951,2006/07
BADCAUL PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.08579184174140941,2006/07
BALLACHULISH PRIMARY SCHOOL,ELECTRICITY,KWH,86445.53218214051,2006/07
BALLACHULISH PRIMARY SCHOOL,ELECTRICITY,£,8825.664156685023,2006/07
BALLACHULISH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10209508732145199,2006/07
BALLOCH PRIMARY SCHOOL,ELECTRICITY,KWH,191212.505557104,2006/07
BALLOCH PRIMARY SCHOOL,ELECTRICITY,£,19637.250308887953,2006/07
BALLOCH PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10269856697747969,2006/07
BALNAIN PRIMARY SCHOOL,ELECTRICITY,KWH,38816.756827554374,2006/07
BALNAIN PRIMARY SCHOOL,ELECTRICITY,£,2155.0341347022195,2006/07
BALNAIN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.05551813986614286,2006/07
BANAVIE PRIMARY SCHOOL,ELECTRICITY,KWH,34143.539224722444,2006/07
BANAVIE PRIMARY SCHOOL,ELECTRICITY,£,4620.498979945287,2006/07
BANAVIE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13532571856521847,2006/07
BANAVIE PRIMARY SCHOOL,OIL,KWH,397272.04183923773,2006/07
BANAVIE PRIMARY SCHOOL,OIL,£,15260.268300640768,2006/07
BANAVIE PRIMARY SCHOOL,OIL,£/KWH,0.03841264094495749,2006/07
BEAULY PRIMARY SCHOOL,ELECTRICITY,KWH,187367.87272365374,2006/07
BEAULY PRIMARY SCHOOL,ELECTRICITY,£,21673.342845263687,2006/07
BEAULY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.11567267392328992,2006/07
BEAULY PRIMARY SCHOOL,OIL,KWH,325395.7687372598,2006/07
BEAULY PRIMARY SCHOOL,OIL,£,13260.391355117517,2006/07
BEAULY PRIMARY SCHOOL,OIL,£/KWH,0.040751578935940606,2006/07
BISHOP EDEN PRIMARY SCHOOL,ELECTRICITY,KWH,107457.06502353959,2006/07
BISHOP EDEN PRIMARY SCHOOL,ELECTRICITY,£,9855.037102041239,2006/07
BISHOP EDEN PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0917113928235653,2006/07
BLACK ISLE CENTRE RADDERY SCHOOL,ELECTRICITY,KWH,176339.31029468033,2006/07
BLACK ISLE CENTRE RADDERY SCHOOL,ELECTRICITY,£,19554.100357881707,2006/07
BLACK ISLE CENTRE RADDERY SCHOOL,ELECTRICITY,£/KWH,0.11088905999011157,2006/07
BONAR BRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,214527.27491175567,2006/07
BONAR BRIDGE PRIMARY SCHOOL,ELECTRICITY,£,20183.195941007907,2006/07
BONAR BRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09408219047815775,2006/07
BOWER PRIMARY SCHOOL,ELECTRICITY,KWH,66893.51131030748,2006/07
BOWER PRIMARY SCHOOL,ELECTRICITY,£,5860.598351361803,2006/07
BOWER PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.08761086444058074,2006/07
BRIDGEND PRIMARY SCHOOL,ELECTRICITY,KWH,118280.24532495033,2006/07
BRIDGEND PRIMARY SCHOOL,ELECTRICITY,£,15952.289472338289,2006/07
BRIDGEND PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13486858628431736,2006/07
BRIDGEND PRIMARY SCHOOL,OIL,KWH,655143.5554687664,2006/07
BRIDGEND PRIMARY SCHOOL,OIL,£,24963.339051492803,2006/07
BRIDGEND PRIMARY SCHOOL,OIL,£/KWH,0.0381036168990949,2006/07
BROADFORD PRIMARY SCHOOL,ELECTRICITY,KWH,65802.80477321013,2006/07
BROADFORD PRIMARY SCHOOL,ELECTRICITY,£,8797.440931715957,2006/07
BROADFORD PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.13369401140325865,2006/07
BROADFORD PRIMARY SCHOOL,OIL,KWH,187826.9519683866,2006/07
BROADFORD PRIMARY SCHOOL,OIL,£,7531.721602181496,2006/07
BROADFORD PRIMARY SCHOOL,OIL,£/KWH,0.04009925904270208,2006/07
BRORA HERITAGE CENTRE,ELECTRICITY,KWH,17818.751578339106,2006/07
BRORA HERITAGE CENTRE,ELECTRICITY,£,1631.9805257373525,2006/07
BRORA HERITAGE CENTRE,ELECTRICITY,£/KWH,0.09158781514869013,2006/07
BRORA PRIMARY SCHOOL,ELECTRICITY,KWH,486729.50000000006,2006/07
BRORA PRIMARY SCHOOL,ELECTRICITY,£,48437.2,2006/07
BRORA PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.0995156447266911,2006/07
BUALNALUIB NURSERY SCHOOL,ELECTRICITY,KWH,12274.5845820862,2006/07
BUALNALUIB NURSERY SCHOOL,ELECTRICITY,£,1005.454844573358,2006/07
BUALNALUIB NURSERY SCHOOL,ELECTRICITY,£/KWH,0.08191355380293204,2006/07
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,KWH,105788.9655716591,2006/07
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,£,11074.006871777929,2006/07
BUALNALUIB PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.10468016973165924,2006/07
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,KWH,69006.13499831135,2006/07
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,£,8097.855857199318,2006/07
CAMERON YOUTH CENTRE/COMM' ED' OFFICE,ELECTRICITY,£/KWH,0.11734979588985069,2006/07
CANISBAY PRIMARY SCHOOL,ELECTRICITY,KWH,68033.44789592488,2006/07
CANISBAY PRIMARY SCHOOL,ELECTRICITY,£,6598.35753705542,2006/07
CANISBAY PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09698696363514238,2006/07
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,78524.99624406552,2006/07
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,£,9608.304567046105,2006/07
CANNICH BRIDGE PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.12235982205185074,2006/07
CAOL COMMUNITY CENTRE,ELECTRICITY,KWH,80523.83312262957,2006/07
CAOL COMMUNITY CENTRE,ELECTRICITY,£,9940.580139064477,2006/07
CAOL COMMUNITY CENTRE,ELECTRICITY,£/KWH,0.12344891883035411,2006/07
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,KWH,381.4162067153622,2006/07
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,£,45.416080043883696,2006/07
CAOL SPORTS PAVILION ALL WEATHER PITCH,ELECTRICITY,£/KWH,0.1190722345937863,2006/07
CARBOST PRIMARY SCHOOL,ELECTRICITY,KWH,57103.90850144313,2006/07
CARBOST PRIMARY SCHOOL,ELECTRICITY,£,5656.07327505484,2006/07
CARBOST PRIMARY SCHOOL,ELECTRICITY,£/KWH,0.09904879409282291,2006/07
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,KWH,125459.65635940223,2006/07
CARRBRIDGE PRIMARY SCHOOL,ELECTRICITY,£,12011.611610697324,2006/07
